(726, 817) | (768, 558)
(924, 653) | (884, 851)
(875, 512) | (883, 982)
(954, 182) | (549, 620)
(534, 489) | (76, 434)
(990, 661) | (946, 109)
(847, 59) | (373, 895)
(332, 846) | (523, 553)
(15, 742) | (295, 795)
(582, 394) | (179, 387)
(160, 442) | (529, 765)
(576, 846) | (503, 914)
(975, 980) | (932, 958)
(824, 196) | (235, 937)
(456, 461) | (741, 146)
(577, 567) | (853, 316)
(614, 101) | (969, 912)
(130, 394) | (195, 551)
(295, 202) | (23, 288)
(971, 639) | (320, 218)
(641, 596) | (379, 524)
(774, 659) | (5, 222)
(272, 911) | (143, 923)
(90, 904) | (50, 406)
(333, 290) | (626, 57)
(391, 396) | (642, 658)
(932, 605) | (783, 563)
(332, 74) | (858, 703)
(654, 48) | (831, 187)
(262, 235) | (745, 845)
(6, 717) | (315, 666)
(677, 613) | (639, 685)
(350, 527) | (128, 298)
(676, 630) | (274, 597)
(506, 204) | (269, 89)
(712, 88) | (414, 462)
(437, 666) | (243, 910)
(390, 969) | (57, 630)
(426, 964) | (162, 966)
(48, 409) | (315, 19)
(679, 588) | (216, 602)
(788, 887) | (969, 67)
(535, 765) | (604, 870)
(240, 876) | (366, 667)
(875, 745) | (918, 852)
(746, 419) | (506, 617)
(188, 787) | (995, 152)
(632, 360) | (104, 754)
(956, 178) | (202, 881)
(260, 12) | (925, 782)
(986, 935) | (473, 819)
(902, 917) | (533, 168)
(437, 88) | (35, 416)
(329, 122) | (314, 514)
(947, 864) | (640, 222)
(512, 405) | (61, 768)
(477, 812) | (39, 662)
(871, 789) | (495, 783)
(250, 844) | (976, 622)
(914, 472) | (40, 237)
(801, 680) | (561, 313)
(359, 669) | (921, 128)
(265, 667) | (270, 799)
(742, 165) | (420, 948)
(244, 889) | (951, 454)
(867, 241) | (939, 582)
(953, 558) | (134, 217)
(769, 123) | (905, 753)
(337, 116) | (829, 933)
(37, 853) | (708, 48)
(327, 904) | (815, 228)
(284, 682) | (806, 99)
(972, 525) | (740, 645)
(608, 491) | (532, 165)
(864, 933) | (746, 232)
(463, 905) | (490, 368)
(959, 542) | (862, 207)
(980, 238) | (269, 744)
(968, 391) | (674, 858)
(234, 162) | (786, 77)
(951, 52) | (136, 798)
(594, 604) | (635, 220)
(987, 401) | (22, 856)
(470, 121) | (972, 777)
(334, 605) | (465, 912)
(734, 883) | (179, 536)
(540, 183) | (603, 329)
(334, 748) | (706, 38)
(556, 377) | (977, 906)
(354, 174) | (788, 980)
(476, 681) | (469, 906)
(459, 452) | (146, 603)
(278, 141) | (970, 615)
(450, 296) | (734, 425)
(751, 827) | (276, 935)
(629, 560) | (718, 572)
(888, 428) | (263, 903)
(894, 952) | (60, 975)
(273, 739) | (730, 274)
(297, 51) | (325, 710)
(526, 523) | (270, 64)
(284, 705) | (289, 502)
(253, 546) | (717, 315)
(698, 775) | (199, 809)
(351, 356) | (30, 549)
(149, 830) | (978, 304)
(178, 771) | (13, 713)
(451, 981) | (520, 920)
(460, 717) | (860, 827)
(727, 734) | (430, 486)
(744, 648) | (169, 662)
(426, 395) | (84, 275)
(430, 638) | (334, 46)
(283, 224) | (167, 893)
(196, 322) | (118, 359)
(494, 691) | (413, 465)
(815, 789) | (816, 819)
(296, 186) | (85, 968)
(285, 682) | (635, 137)
(582, 68) | (818, 125)
(478, 965) | (668, 961)
(478, 463) | (729, 549)
(575, 227) | (925, 44)
(324, 357) | (487, 279)
(868, 307) | (323, 971)
(798, 172) | (404, 145)
(407, 324) | (452, 326)
(405, 832) | (253, 547)
(918, 539) | (992, 923)
(453, 200) | (882, 549)
(987, 506) | (227, 303)
(554, 431) | (736, 494)
(442, 998) | (697, 746)
(866, 321) | (374, 83)
(434, 874) | (371, 980)
(549, 858) | (231, 530)
(514, 102) | (82, 826)
(503, 425) | (902, 243)
(727, 706) | (326, 632)
(549, 904) | (452, 529)
(56, 574) | (740, 446)
(519, 912) | (660, 544)
(169, 41) | (328, 870)
(795, 192) | (393, 567)
(964, 917) | (176, 459)
(701, 985) | (233, 205)
(763, 58) | (480, 124)
(143, 183) | (474, 554)
(445, 678) | (326, 824)
(483, 488) | (321, 755)
(603, 61) | (930, 227)
(539, 964) | (269, 907)
(149, 672) | (468, 823)
(510, 411) | (455, 534)
(108, 877) | (252, 555)
(100, 8) | (576, 453)
(639, 915) | (340, 227)
(373, 537) | (570, 803)
(210, 660) | (64, 250)
(573, 69) | (47, 628)
(995, 984) | (242, 986)
(946, 696) | (151, 806)
(730, 284) | (396, 955)
(733, 304) | (202, 190)
(219, 849) | (762, 505)
(615, 12) | (796, 374)
(257, 387) | (728, 470)
(910, 404) | (475, 555)
(675, 617) | (907, 569)
(764, 805) | (639, 181)
(338, 441) | (816, 698)
(712, 357) | (53, 365)
(749, 263) | (447, 222)
(586, 664) | (330, 801)
(545, 46) | (117, 980)
(392, 76) | (619, 769)
(164, 212) | (213, 302)
(908, 311) | (918, 133)
(369, 543) | (526, 697)
(629, 536) | (611, 554)
(58, 731) | (746, 628)
(156, 980) | (130, 31)
(728, 285) | (821, 167)
(344, 413) | (226, 484)
(899, 695) | (482, 517)
(805, 610) | (59, 69)
(416, 281) | (339, 295)
(503, 338) | (485, 459)
(281, 462) | (643, 93)
(919, 574) | (120, 679)
(141, 638) | (841, 533)
(9, 660) | (41, 711)
(181, 50) | (436, 386)
(582, 440) | (727, 173)
(953, 713) | (400, 318)
(991, 737) | (552, 62)
(999, 970) | (112, 37)
(269, 570) | (711, 31)
(550, 968) | (403, 164)
(49, 691) | (510, 370)
(62, 119) | (895, 97)
(164, 545) | (989, 418)
(965, 923) | (801, 239)
(78, 147) | (640, 263)
(936, 835) | (391, 598)
(798, 898) | (850, 698)
(265, 209) | (147, 582)
(300, 132) | (65, 737)
(712, 809) | (678, 893)
(373, 798) | (606, 710)
(815, 267) | (954, 8)
(470, 495) | (466, 89)
(122, 199) | (637, 735)
(82, 904) | (606, 278)
(187, 555) | (48, 596)
(994, 70) | (511, 60)
(702, 704) | (835, 874)
(107, 284) | (835, 226)
(914, 885) | (678, 377)
(399, 538) | (942, 783)
(756, 873) | (533, 350)
(869, 63) | (278, 705)
(345, 207) | (480, 809)
(336, 960) | (966, 86)
(438, 618) | (921, 796)
(989, 918) | (882, 416)
(265, 756) | (190, 941)
(684, 209) | (852, 496)
(235, 590) | (367, 901)
(452, 670) | (193, 456)
(972, 74) | (402, 893)
(300, 928) | (89, 929)
(850, 395) | (604, 440)
(225, 941) | (587, 979)
(17, 88) | (471, 22)
(358, 809) | (844, 714)
(853, 306) | (46, 952)
(257, 13) | (270, 720)
(888, 993) | (512, 332)
(643, 278) | (964, 641)
(570, 137) | (426, 321)
(980, 487) | (744, 484)
(25, 65) | (38, 419)
(178, 638) | (578, 873)
(771, 793) | (913, 863)
(138, 212) | (733, 311)
(626, 936) | (697, 659)
(227, 404) | (867, 257)
(591, 225) | (513, 14)
(157, 697) | (311, 451)
(696, 117) | (392, 824)
(522, 713) | (683, 124)
(255, 519) | (898, 834)
(107, 514) | (485, 103)
(407, 125) | (748, 799)
(603, 176) | (387, 175)
(352, 403) | (58, 953)
(129, 468) | (433, 684)
(37, 322) | (52, 889)
(38, 594) | (844, 522)
(166, 722) | (558, 999)
(441, 80) | (557, 275)
(364, 154) | (778, 890)
(437, 722) | (366, 804)
(633, 714) | (830, 351)
(779, 829) | (984, 835)
(37, 130) | (947, 816)
(388, 761) | (838, 807)
(258, 148) | (621, 40)
(856, 362) | (958, 724)
(786, 91) | (942, 189)
(259, 528) | (365, 765)
(856, 621) | (479, 688)
(995, 825) | (189, 639)
(747, 739) | (744, 289)
(55, 312) | (763, 142)
(735, 199) | (266, 184)
(826, 492) | (294, 776)
(217, 168) | (945, 956)
(617, 147) | (996, 952)
(909, 969) | (549, 938)
(736, 811) | (278, 192)
(696, 971) | (556, 280)
(481, 98) | (583, 223)
(156, 783) | (757, 509)
(448, 887) | (781, 752)
(874, 890) | (216, 728)
(263, 426) | (333, 396)
(201, 630) | (897, 737)
(819, 943) | (276, 88)
(595, 753) | (877, 664)
(551, 760) | (526, 287)
(681, 711) | (430, 169)
(279, 168) | (720, 47)
(382, 564) | (682, 408)
(195, 114) | (224, 715)
(735, 294) | (897, 91)
(643, 172) | (919, 892)
(496, 651) | (149, 439)
(461, 549) | (484, 885)
(417, 144) | (185, 213)
(420, 965) | (570, 725)
(939, 189) | (13, 311)
(73, 489) | (546, 650)
(165, 755) | (305, 985)
(221, 850) | (12, 502)
(225, 430) | (80, 725)
(462, 770) | (219, 648)
(227, 151) | (146, 388)
(849, 766) | (232, 261)
(890, 435) | (711, 977)
(489, 438) | (516, 1)
(18, 348) | (17, 495)
(705, 516) | (255, 684)
(447, 833) | (38, 217)
(780, 964) | (382, 741)
(104, 227) | (65, 172)
(83, 206) | (675, 608)
(545, 272) | (786, 609)
(592, 276) | (513, 978)
(875, 69) | (357, 193)
(39, 276) | (463, 572)
(328, 690) | (410, 848)
(363, 732) | (955, 594)
(277, 495) | (7, 943)
(951, 798) | (201, 875)
(177, 889) | (625, 143)
(209, 972) | (832, 489)
(747, 281) | (977, 469)
(526, 96) | (695, 369)
(96, 453) | (475, 924)
(4, 221) | (163, 701)
(55, 787) | (213, 477)
(477, 68) | (183, 779)
(508, 707) | (973, 539)
(559, 839) | (352, 191)
(55, 787) | (71, 847)
(259, 47) | (895, 858)
(873, 50) | (863, 858)
(459, 317) | (325, 541)
(796, 464) | (605, 689)
(767, 863) | (395, 384)
(766, 629) | (186, 787)
(39, 650) | (293, 844)
(610, 700) | (947, 798)
(504, 514) | (372, 106)
(790, 569) | (903, 349)
(734, 489) | (628, 419)
(368, 672) | (797, 243)
(672, 952) | (798, 39)
(599, 969) | (132, 319)
(74, 661) | (578, 769)
(179, 690) | (560, 742)
(938, 192) | (608, 685)
(279, 262) | (12, 606)
(619, 752) | (491, 461)
(419, 416) | (609, 720)
(205, 930) | (842, 621)
(834, 914) | (538, 72)
(896, 467) | (229, 479)
(460, 717) | (940, 439)
(568, 218) | (846, 178)
(384, 432) | (197, 199)
(257, 997) | (652, 604)
(583, 348) | (376, 991)
(203, 206) | (448, 432)
(871, 766) | (608, 148)
(41, 657) | (914, 705)
(422, 697) | (66, 726)
(592, 856) | (92, 107)
(319, 576) | (394, 968)
(385, 952) | (46, 849)
(893, 110) | (944, 769)
(920, 877) | (660, 767)
(813, 476) | (983, 295)
(256, 765) | (910, 633)
(488, 72) | (683, 120)
(562, 572) | (370, 430)
(209, 822) | (293, 123)
(315, 551) | (7, 268)
(811, 90) | (114, 515)
(725, 261) | (281, 468)
(287, 800) | (556, 925)
(757, 383) | (644, 871)
(238, 134) | (579, 931)
(470, 221) | (915, 185)
(831, 741) | (541, 800)
(854, 939) | (4, 97)
(983, 793) | (942, 3)
(576, 102) | (493, 326)
(19, 948) | (678, 72)
(476, 437) | (298, 193)
(932, 460) | (710, 143)
(228, 525) | (769, 519)
(629, 829) | (743, 480)
(893, 97) | (85, 187)
(96, 782) | (899, 657)
(163, 790) | (285, 14)
(351, 433) | (771, 125)
(390, 500) | (124, 766)
(603, 996) | (212, 563)
(844, 745) | (469, 149)
(468, 571) | (905, 927)
(627, 615) | (759, 206)
(963, 768) | (999, 305)
(438, 329) | (339, 689)
(629, 599) | (491, 872)
(69, 202) | (385, 223)
(874, 462) | (144, 90)
(452, 397) | (867, 421)
(414, 539) | (947, 977)
(209, 779) | (516, 281)
(544, 755) | (445, 434)
(406, 740) | (113, 472)
(348, 348) | (189, 511)
(757, 209) | (998, 959)
(378, 91) | (491, 666)
(11, 593) | (163, 386)
(383, 19) | (260, 939)
(419, 941) | (109, 611)
(530, 698) | (542, 859)
(758, 585) | (297, 814)
(437, 740) | (726, 236)
(173, 962) | (802, 804)
(397, 817) | (195, 139)
(523, 766) | (462, 128)
(89, 568) | (962, 214)
(134, 184) | (479, 271)
(560, 725) | (570, 324)
(895, 620) | (45, 779)
(584, 309) | (604, 411)
(768, 100) | (335, 842)
(257, 184) | (315, 920)
(38, 252) | (328, 794)
(746, 11) | (689, 363)
(915, 309) | (277, 672)
(669, 723) | (283, 169)
(332, 718) | (10, 11)
(962, 790) | (742, 195)
(622, 406) | (921, 328)
(283, 584) | (554, 122)
(74, 869) | (748, 988)
(401, 735) | (943, 410)
(392, 228) | (568, 237)
(451, 475) | (58, 392)
(418, 5) | (792, 602)
(725, 271) | (723, 333)
(292, 973) | (328, 893)
(947, 212) | (435, 718)
(839, 47) | (874, 714)
(224, 682) | (323, 651)
(57, 798) | (9, 460)
(481, 60) | (613, 696)
(512, 558) | (681, 129)
(662, 699) | (69, 93)
(609, 12) | (600, 946)
(548, 640) | (402, 869)
(921, 488) | (527, 735)
(86, 143) | (102, 138)
(96, 96) | (238, 988)
(389, 963) | (35, 328)
(100, 535) | (951, 680)
(334, 642) | (722, 685)
(807, 927) | (462, 193)
(579, 471) | (809, 488)
(695, 560) | (652, 530)
(924, 406) | (994, 797)
(390, 411) | (887, 282)
(410, 196) | (956, 414)
(864, 611) | (684, 938)
(652, 803) | (162, 849)
(319, 954) | (293, 759)
(627, 781) | (667, 250)
(126, 413) | (378, 592)
(915, 548) | (845, 257)
(19, 986) | (420, 406)
(398, 541) | (687, 274)
(767, 650) | (927, 356)
(712, 615) | (514, 246)
(211, 61) | (683, 876)
(768, 62) | (965, 270)
(181, 221) | (636, 667)
(751, 851) | (451, 151)
(358, 560) | (761, 878)
(510, 772) | (175, 848)
(317, 522) | (606, 512)
(262, 498) | (908, 646)
(331, 46) | (764, 956)
(121, 60) | (237, 213)
(414, 890) | (517, 593)
(107, 333) | (26, 551)
(950, 240) | (346, 551)
(562, 711) | (386, 196)
(608, 554) | (278, 213)
(848, 105) | (5, 233)
(383, 668) | (739, 939)
(540, 779) | (694, 436)
(615, 570) | (170, 911)
(988, 219) | (343, 18)
(325, 718) | (142, 731)
(586, 622) | (172, 544)
(805, 173) | (548, 24)
(965, 937) | (454, 198)
(273, 365) | (684, 533)
(236, 650) | (76, 449)
(114, 884) | (402, 949)
(635, 444) | (563, 573)
(658, 668) | (297, 448)
(792, 127) | (474, 263)
(537, 54) | (373, 527)
(693, 356) | (62, 261)
(755, 17) | (612, 425)
(316, 699) | (153, 871)
(348, 787) | (725, 310)
(813, 851) | (425, 599)
(751, 397) | (758, 584)
(154, 367) | (564, 674)
(651, 665) | (179, 791)
(280, 383) | (699, 77)
(288, 157) | (605, 342)
(665, 758) | (818, 296)
(823, 764) | (96, 817)
(420, 140) | (904, 666)
(93, 864) | (929, 615)
(158, 674) | (948, 700)
(303, 812) | (597, 110)
(941, 355) | (545, 700)
(425, 463) | (228, 409)
(154, 622) | (209, 858)
(526, 50) | (481, 321)
(530, 124) | (469, 560)
(693, 311) | (131, 716)
(202, 393) | (895, 515)
(270, 748) | (18, 640)
(327, 445) | (564, 691)
(708, 620) | (217, 98)
(945, 865) | (948, 884)
(179, 438) | (897, 616)
(10, 11) | (860, 666)
(430, 890) | (577, 795)
(779, 2) | (726, 171)
(376, 104) | (223, 51)
(866, 386) | (33, 670)
(776, 710) | (787, 707)
(99, 42) | (569, 827)
(268, 151) | (633, 878)
(620, 8) | (430, 793)
(634, 958) | (440, 537)
(357, 759) | (429, 470)
(283, 73) | (320, 153)
(535, 549) | (436, 942)
(691, 987) | (281, 320)
(678, 982) | (470, 234)
(134, 562) | (242, 903)
(850, 798) | (132, 111)
(393, 468) | (935, 464)
(118, 692) | (176, 21)
(385, 38) | (709, 975)
(53, 49) | (999, 597)
(724, 632) | (79, 527)
(289, 581) | (391, 250)
(518, 215) | (724, 779)
(547, 113) | (716, 429)
(200, 874) | (7, 95)
(33, 796) | (449, 425)
(613, 591) | (600, 190)
(312, 274) | (932, 619)
(794, 296) | (113, 646)
(979, 194) | (522, 843)
(134, 94) | (476, 98)
(781, 358) | (381, 451)
(321, 73) | (417, 430)
(615, 413) | (746, 543)
(514, 966) | (264, 383)
(742, 579) | (917, 981)
(101, 215) | (108, 408)
(525, 343) | (289, 729)
(800, 549) | (411, 737)
(385, 591) | (463, 33)
(261, 398) | (147, 842)
(466, 340) | (80, 53)
(678, 208) | (575, 54)
(155, 784) | (641, 10)
(128, 5) | (351, 114)
(900, 69) | (630, 907)
(546, 682) | (634, 860)
(175, 747) | (221, 842)
(229, 331) | (572, 176)
(559, 251) | (814, 486)
(78, 352) | (742, 677)
(938, 770) | (61, 136)
(653, 295) | (521, 655)
(441, 285) | (944, 330)
(830, 725) | (192, 830)
(626, 60) | (966, 929)
(244, 498) | (594, 960)
(960, 94) | (823, 237)
(278, 904) | (416, 977)
(759, 748) | (467, 477)
(69, 108) | (422, 165)
(370, 724) | (513, 610)
(242, 480) | (381, 655)
(442, 594) | (203, 609)
(480, 648) | (16, 537)
(445, 767) | (650, 167)
(867, 796) | (584, 376)
(70, 668) | (493, 79)
(49, 104) | (380, 674)
(226, 460) | (555, 978)
(433, 832) | (553, 480)
(687, 76) | (589, 584)
(209, 67) | (727, 404)
(951, 401) | (912, 451)
(654, 770) | (733, 397)
(241, 888) | (112, 722)
(245, 589) | (502, 849)
(975, 464) | (316, 807)
(527, 821) | (920, 671)
(948, 981) | (345, 487)
(911, 290) | (134, 157)
(383, 102) | (9, 252)
(751, 846) | (305, 765)
(512, 570) | (861, 828)
(689, 758) | (763, 107)
(527, 818) | (121, 416)
(845, 834) | (662, 969)
(275, 697) | (507, 322)
(91, 147) | (419, 14)
(38, 632) | (712, 161)
(187, 277) | (165, 906)
(902, 335) | (500, 325)
(458, 542) | (283, 936)
(455, 368) | (23, 784)
(683, 513) | (174, 348)
(268, 684) | (830, 262)
(761, 368) | (971, 850)
(479, 765) | (227, 383)
(490, 102) | (78, 635)
(378, 402) | (261, 373)
(483, 554) | (956, 784)
(206, 196) | (759, 272)
(105, 605) | (948, 621)
(565, 301) | (957, 71)
(638, 632) | (978, 195)
(750, 388) | (145, 759)
(445, 694) | (707, 991)
(344, 219) | (926, 891)
(687, 757) | (97, 12)
(256, 413) | (696, 680)
(256, 11) | (313, 378)
(42, 346) | (239, 84)
(542, 573) | (124, 597)
(351, 747) | (102, 878)
(285, 739) | (580, 222)
(169, 765) | (548, 282)
(48, 965) | (698, 140)
(861, 603) | (580, 486)
(799, 658) | (687, 58)
(324, 378) | (503, 186)
(208, 820) | (841, 286)
(63, 261) | (837, 957)
(941, 211) | (898, 917)
(547, 798) | (271, 344)
(267, 111) | (436, 148)
(663, 861) | (872, 915)
(343, 576) | (687, 169)
(398, 841) | (108, 926)
(502, 407) | (360, 598)
(512, 863) | (397, 995)
(976, 914) | (304, 479)
(218, 379) | (375, 63)
(738, 340) | (994, 317)
(997, 65) | (223, 577)
(632, 347) | (557, 882)
(920, 449) | (917, 815)
(811, 659) | (269, 753)
(466, 311) | (621, 211)
(884, 335) | (187, 867)
(36, 320) | (302, 902)
(717, 80) | (683, 962)
(152, 816) | (91, 878)
(240, 151) | (438, 316)
(471, 628) | (396, 606)
(74, 53) | (291, 890)
(377, 908) | (181, 255)
(547, 504) | (654, 665)
(137, 7) | (264, 654)
(589, 719) | (368, 575)
(618, 112) | (45, 638)
(665, 262) | (36, 153)
(352, 984) | (116, 36)
(73, 805) | (570, 974)
(782, 420) | (426, 283)
(570, 802) | (477, 331)
(357, 909) | (616, 51)
(385, 983) | (506, 101)
(892, 553) | (950, 919)
(281, 644) | (643, 18)
(179, 382) | (960, 975)
(686, 22) | (347, 191)
(832, 23) | (804, 772)
(522, 681) | (118, 783)
(110, 650) | (300, 850)
(281, 340) | (53, 147)
(836, 410) | (401, 806)
(296, 701) | (874, 91)
(822, 508) | (55, 159)
(351, 395) | (990, 212)
(400, 836) | (971, 354)
(807, 685) | (150, 186)
(85, 715) | (267, 837)
(874, 20) | (563, 819)
(939, 123) | (844, 877)
(629, 625) | (544, 467)
(308, 941) | (791, 535)
(331, 636) | (572, 875)
(908, 513) | (907, 301)
(370, 580) | (808, 430)
(495, 929) | (890, 673)
(635, 617) | (309, 689)
(899, 339) | (736, 162)
(970, 65) | (49, 65)
(569, 329) | (287, 698)
(769, 878) | (527, 3)
(511, 658) | (80, 261)
(471, 220) | (983, 362)
(111, 208) | (92, 417)
(740, 431) | (959, 608)
(25, 937) | (519, 483)
(19, 896) | (300, 382)
(312, 709) | (824, 591)
(299, 207) | (927, 289)
(734, 353) | (419, 177)
(395, 903) | (554, 851)
(938, 988) | (301, 332)
(699, 729) | (557, 261)
(526, 149) | (837, 210)
(301, 735) | (350, 629)
(233, 842) | (633, 690)
(277, 461) | (473, 522)
(450, 966) | (863, 423)
(333, 473) | (249, 668)
(771, 185) | (595, 657)
(952, 309) | (240, 734)
(871, 9) | (741, 810)
(278, 4) | (496, 233)
(34, 878) | (146, 491)
(153, 619) | (910, 971)
(365, 715) | (867, 362)
(117, 523) | (489, 604)
(355, 461) | (12, 964)
(310, 353) | (90, 939)
(476, 671) | (328, 565)
(786, 713) | (175, 545)
(378, 900) | (995, 238)
(333, 400) | (299, 332)
(491, 178) | (865, 125)
(214, 466) | (670, 379)
(344, 789) | (86, 238)
(360, 765) | (452, 709)
(370, 496) | (690, 323)
(908, 661) | (842, 92)
(710, 998) | (125, 43)
(25, 95) | (221, 595)
(745, 782) | (617, 108)
(393, 890) | (647, 203)
(334, 214) | (715, 889)
(861, 269) | (434, 18)
(632, 328) | (602, 864)
(247, 152) | (172, 332)
(580, 801) | (906, 468)
(787, 507) | (366, 492)
(112, 135) | (766, 703)
(854, 727) | (782, 55)
(772, 529) | (591, 923)
(461, 3) | (829, 422)
(611, 393) | (570, 992)
(196, 141) | (619, 922)
(957, 544) | (419, 468)
(510, 526) | (326, 479)
(849, 863) | (552, 885)
(851, 689) | (825, 239)
(134, 861) | (496, 291)
(808, 850) | (776, 427)
(62, 993) | (525, 172)
(203, 132) | (697, 400)
(940, 310) | (109, 913)
(339, 719) | (451, 78)
(161, 220) | (667, 990)
(394, 422) | (898, 140)
(182, 679) | (777, 43)
(644, 733) | (717, 129)
(227, 894) | (779, 712)
(960, 984) | (659, 908)
(117, 213) | (460, 851)
(469, 800) | (486, 71)
(287, 296) | (684, 489)
(899, 32) | (869, 119)
(67, 682) | (333, 652)
(379, 274) | (669, 85)
(502, 793) | (727, 995)
(562, 472) | (551, 59)
(823, 997) | (449, 683)
(389, 816) | (621, 647)
(723, 202) | (370, 860)
(873, 903) | (372, 320)
(613, 679) | (256, 540)
(288, 320) | (265, 690)
(375, 818) | (9, 404)
(928, 415) | (464, 704)
(423, 701) | (484, 911)
(607, 503) | (940, 841)
(69, 849) | (725, 914)
(194, 33) | (939, 441)
(631, 469) | (297, 528)
(145, 909) | (15, 32)
(223, 377) | (135, 159)
(989, 534) | (749, 903)
(119, 15) | (57, 92)
(285, 982) | (216, 316)
(809, 79) | (113, 298)
(91, 37) | (733, 337)
(238, 36) | (949, 182)
(420, 727) | (134, 539)
(586, 53) | (399, 383)
(173, 907) | (97, 418)
(646, 691) | (837, 588)
(25, 781) | (324, 75)
(682, 104) | (531, 264)
(582, 270) | (669, 736)
(762, 707) | (290, 599)
(884, 819) | (686, 944)
(115, 831) | (913, 835)
(53, 511) | (198, 923)
(603, 909) | (12, 544)
(336, 909) | (978, 193)
(10, 425) | (618, 540)
(789, 738) | (568, 770)
(639, 747) | (755, 42)
(447, 838) | (8, 646)
(771, 341) | (983, 607)
(781, 921) | (5, 808)
(10, 512) | (321, 163)
(76, 832) | (760, 947)
(324, 294) | (226, 777)
(99, 363) | (428, 364)
(52, 182) | (129, 942)
(60, 831) | (921, 665)
(880, 284) | (704, 46)
(494, 824) | (436, 895)
(401, 5) | (176, 17)
(661, 646) | (743, 472)
(834, 133) | (843, 533)
(167, 658) | (263, 54)
(285, 54) | (792, 264)
(413, 157) | (898, 813)
(52, 44) | (122, 459)
(429, 408) | (174, 751)
(321, 961) | (936, 363)
(53, 347) | (107, 713)
(670, 398) | (776, 798)
(55, 21) | (591, 858)
(951, 707) | (654, 877)
(289, 534) | (841, 354)
(8, 50) | (427, 274)
(878, 339) | (311, 465)
(609, 630) | (348, 219)
(846, 463) | (481, 93)
(971, 175) | (722, 616)
(815, 317) | (455, 867)
(528, 781) | (260, 397)
(533, 487) | (918, 48)
(142, 71) | (837, 651)
(428, 915) | (638, 405)
(472, 262) | (914, 113)
(152, 741) | (839, 338)
(931, 449) | (482, 338)
(104, 923) | (907, 728)
(362, 164) | (809, 974)
(372, 123) | (479, 673)
(155, 804) | (380, 921)
(997, 90) | (356, 714)
(679, 744) | (787, 561)
(663, 177) | (302, 964)
(974, 440) | (445, 750)
(520, 658) | (822, 100)
(930, 667) | (669, 352)
(225, 191) | (838, 811)
(534, 234) | (979, 217)
(351, 299) | (171, 118)
(42, 912) | (200, 951)
(746, 338) | (264, 344)
(470, 735) | (874, 309)
(831, 163) | (955, 983)
(371, 303) | (32, 179)
(10, 813) | (80, 359)
(519, 274) | (746, 532)
(197, 190) | (401, 536)
(768, 42) | (143, 789)
(356, 59) | (695, 457)
(276, 567) | (589, 568)
(364, 112) | (425, 5)
(636, 300) | (98, 808)
(342, 835) | (556, 141)
(553, 221) | (526, 655)
(175, 62) | (693, 605)
(558, 628) | (856, 381)
(466, 764) | (251, 260)
(327, 547) | (272, 668)
(586, 135) | (157, 881)
(494, 708) | (109, 173)
(171, 961) | (663, 919)
(456, 294) | (68, 540)
(980, 506) | (946, 948)
(342, 677) | (613, 743)
(528, 294) | (935, 522)
(943, 728) | (297, 115)
(82, 666) | (461, 510)
(46, 954) | (380, 652)
(782, 241) | (12, 921)
(544, 428) | (75, 201)
(711, 933) | (223, 946)
(660, 831) | (251, 891)
(84, 875) | (101, 612)
(110, 22) | (471, 723)
(79, 880) | (275, 81)
(499, 100) | (358, 780)
(314, 989) | (374, 659)
(323, 653) | (730, 143)
(280, 99) | (195, 394)
(129, 436) | (295, 939)
(79, 580) | (33, 759)
(574, 304) | (383, 773)
(456, 451) | (760, 46)
(339, 936) | (764, 758)
(298, 106) | (263, 784)
(392, 563) | (261, 132)
(133, 506) | (800, 445)
(813, 84) | (36, 377)
(223, 320) | (778, 333)
(335, 790) | (653, 327)
(474, 69) | (870, 79)
(657, 207) | (368, 950)
(899, 853) | (168, 878)
(22, 656) | (774, 498)
(902, 59) | (102, 973)
(161, 806) | (766, 876)
(514, 735) | (430, 198)
(411, 273) | (694, 484)
(119, 457) | (820, 86)
(151, 976) | (904, 610)
(736, 683) | (411, 589)
(529, 23) | (882, 299)
(138, 823) | (936, 381)
(566, 419) | (625, 492)
(958, 76) | (501, 682)
(963, 903) | (559, 835)
(982, 821) | (483, 875)
(727, 819) | (93, 585)
(147, 769) | (889, 14)
(969, 245) | (828, 71)
(318, 846) | (297, 887)
(676, 303) | (362, 900)
(409, 690) | (464, 214)
(248, 374) | (128, 20)
(106, 950) | (859, 801)
(208, 911) | (191, 768)
(116, 839) | (484, 631)
(120, 247) | (372, 623)
(294, 756) | (479, 793)
(586, 299) | (312, 340)
(602, 874) | (438, 146)
(75, 640) | (133, 355)
(551, 616) | (466, 484)
(585, 482) | (347, 505)
(738, 414) | (89, 934)
(797, 775) | (58, 100)
(207, 974) | (554, 885)
(221, 938) | (658, 553)
(791, 103) | (399, 24)
(38, 98) | (367, 329)
(398, 141) | (458, 874)
(869, 451) | (588, 432)
(734, 699) | (934, 384)
(450, 186) | (172, 881)
(860, 773) | (21, 757)
(667, 877) | (567, 276)
(505, 347) | (380, 336)
(619, 359) | (826, 474)
(366, 654) | (813, 796)
(107, 516) | (997, 379)
(302, 112) | (389, 656)
(359, 459) | (212, 527)
(191, 114) | (502, 380)
(254, 387) | (485, 964)
(119, 870) | (998, 345)
(409, 127) | (334, 595)
(404, 962) | (594, 427)
(844, 838) | (776, 876)
(720, 727) | (253, 214)
